s,POWERELECTRICALFRONT,POWERELECTRICALREAR,POWERELECTRICALTOTAL
28.850001,0,4.711,4.711
28.860001,0,4.712,4.712
28.870001,0,4.712,4.712
28.880001,0,4.712,4.712
28.890001,0,4.712,4.712
28.900001,0,4.711,4.711
28.910001,0,4.711,4.711
28.920001,0,4.711,4.711
28.930001,0,4.711,4.711
28.940001,0,4.712,4.712
28.950001,0,4.712,4.712
28.960001,0,4.712,4.712
28.970001,0,4.712,4.712
28.980001,0,4.712,4.712
28.990001,0,4.712,4.712
29.000001,0,4.711,4.711
29.010001,0,4.711,4.711
29.020001,0,4.711,4.711
29.030001,0,4.711,4.711
29.040001,0,4.712,4.712
29.050001,0,4.712,4.712
29.060001,0,4.712,4.712
29.070001,0,4.712,4.712
29.080001,0,4.712,4.712
29.090001,0,4.712,4.712
29.100001,0,4.712,4.712
29.110001,0,4.712,4.712
29.120001,0,4.713,4.713
29.130001,0,4.713,4.713
29.140001,0,4.713,4.713
29.150001,0,4.713,4.713
29.160001,0,4.713,4.713
29.170001,0,4.713,4.713
29.180001,0,4.713,4.713
29.190001,0,4.713,4.713
29.200001,0,4.714,4.714
29.210001,0,4.714,4.714
29.220001,0,4.713,4.713
29.230001,0,4.713,4.713
29.240001,0,4.711,4.711
29.250001,0,4.711,4.711
29.260001,0,4.711,4.711
29.270001,0,4.711,4.711
29.280001,0,4.711,4.711
29.290001,0,4.711,4.711
29.300001,0,4.709,4.709
29.310001,0,4.709,4.709
29.320001,0,4.709,4.709
29.330001,0,4.709,4.709
29.340001,0,4.709,4.709
29.350001,0,4.709,4.709
29.360001,0,4.709,4.709
29.370001,0,4.709,4.709
29.380001,0,4.708,4.708
29.390001,0,4.708,4.708
29.400001,0,4.707,4.707
29.410001,0,4.707,4.707
29.420001,0,4.707,4.707
29.430001,0,4.707,4.707
29.440001,0,4.707,4.707
29.450001,0,4.707,4.707
29.460001,0,4.707,4.707
29.470001,0,4.707,4.707
29.480001,0,4.707,4.707
29.490001,0,4.707,4.707
29.500001,0,4.707,4.707
29.510001,0,4.707,4.707
29.520001,0,0.051,0.051
29.530001,0,0.051,0.051
29.540001,0,0.051,0.051
29.550001,0,0.051,0.051
29.560001,0,0.051,0.051
29.570001,0,0.051,0.051
29.580001,0,-6.539,-6.539
29.590001,0,-6.539,-6.539
29.600001,0,-6.539,-6.539
29.610001,0,-6.539,-6.539
29.620001,0,-11.157,-11.157
29.630001,0,-11.157,-11.157
29.640001,0,-11.157,-11.157
29.650001,0,-11.157,-11.157
29.660001,0,-12.511,-12.511
29.670001,0,-12.511,-12.511
29.680001,0,-12.511,-12.511
29.690001,0,-12.511,-12.511
29.700001,0,-12.511,-12.511
29.710001,0,-12.511,-12.511
29.720001,0,-10.792,-10.792
29.730001,0,-10.792,-10.792
29.740001,0,-10.792,-10.792
29.750001,0,-10.792,-10.792
29.760001,0,-4.667,-4.667
29.770001,0,-4.667,-4.667
29.780001,0,-4.667,-4.667
29.790001,0,-4.667,-4.667
29.800001,0,8.227,8.227
29.810001,0,8.227,8.227
29.820001,0,8.227,8.227
29.830001,0,8.227,8.227
29.840001,0,14.776,14.776
29.850001,0,14.776,14.776
29.860001,0,14.776,14.776
29.870001,0,14.776,14.776
29.880001,0,14.776,14.776
29.890001,0,14.776,14.776
29.900001,0,14.583,14.583
29.910001,0,14.583,14.583
29.920001,0,14.583,14.583
29.930001,0,14.583,14.583
29.940001,0,13.751,13.751
29.950001,0,13.751,13.751
29.960001,0,13.751,13.751
29.970001,0,13.751,13.751
29.980001,0,12.911,12.911
29.990001,0,12.911,12.911
30.000001,0,12.911,12.911
30.010001,0,12.911,12.911
30.020001,0,12.228,12.228
30.030001,0,12.228,12.228
30.040001,0,12.228,12.228
30.050001,0,12.228,12.228
30.060001,0,12.228,12.228
30.070001,0,12.228,12.228
30.080001,0,11.567,11.567
30.090001,0,11.567,11.567
30.100001,0,11.225,11.225
30.110001,0,11.225,11.225
30.120001,0,10.91,10.91
30.130001,0,10.91,10.91
30.140001,0,10.608,10.608
30.150001,0,10.608,10.608
30.160001,0,10.35,10.35
30.170001,0,10.35,10.35
30.180001,0,10.102,10.102
30.190001,0,10.102,10.102
30.200001,0,10.102,10.102
30.210001,0,10.102,10.102
30.220001,0,9.675,9.675
30.230001,0,9.675,9.675
30.240001,0,9.675,9.675
30.250001,0,9.675,9.675
30.260001,0,9.412,9.412
30.270001,0,9.412,9.412
30.280001,0,9.197,9.197
30.290001,0,9.197,9.197
30.300001,0,9.008,9.008
30.310001,0,9.008,9.008
30.320001,0,8.826,8.826
30.330001,0,8.826,8.826
30.340001,0,8.619,8.619
30.350001,0,8.619,8.619
30.360001,0,8.619,8.619
30.370001,0,8.619,8.619
30.380001,0,8.328,8.328
30.390001,0,8.328,8.328
30.400001,0,8.328,8.328
30.410001,0,8.328,8.328
30.420001,0,8.161,8.161
30.430001,0,8.161,8.161
30.440001,0,8.01,8.01
30.450001,0,8.01,8.01
30.460001,0,7.865,7.865
30.470001,0,7.865,7.865
30.480001,0,7.865,7.865
30.490001,0,7.865,7.865
30.500001,0,7.638,7.638
30.510001,0,7.638,7.638
30.520001,0,7.638,7.638
30.530001,0,7.638,7.638
30.540001,0,7.428,7.428
30.550001,0,7.428,7.428
30.560001,0,7.3,7.3
30.570001,0,7.3,7.3
30.580001,0,7.204,7.204
30.590001,0,7.204,7.204
30.600001,0,7.204,7.204
30.610001,0,7.204,7.204
30.620001,0,7.204,7.204
30.630001,0,7.204,7.204
30.640001,0,7.016,7.016
30.650001,0,7.016,7.016
30.660001,0,6.922,6.922
30.670001,0,6.922,6.922
30.680001,0,6.922,6.922
30.690001,0,6.922,6.922
30.700001,0,6.762,6.762
30.710001,0,6.762,6.762
30.720001,0,6.673,6.673
30.730001,0,6.673,6.673
30.740001,0,6.673,6.673
30.750001,0,6.673,6.673
30.760001,0,6.599,6.599
30.770001,0,6.599,6.599
30.780001,0,6.535,6.535
30.790001,0,6.535,6.535
30.800001,0,6.472,6.472
30.810001,0,6.472,6.472
30.820001,0,6.412,6.412
30.830001,0,6.412,6.412
30.840001,0,6.412,6.412
30.850001,0,6.412,6.412
30.860001,0,6.305,6.305
30.870001,0,6.305,6.305
30.880001,0,6.248,6.248
30.890001,0,6.248,6.248
30.900001,0,6.195,6.195
30.910001,0,6.195,6.195
30.920001,0,6.149,6.149
30.930001,0,6.149,6.149
30.940001,0,6.149,6.149
30.950001,0,6.149,6.149
30.960001,0,6.104,6.104
30.970001,0,6.104,6.104
30.980001,0,6.062,6.062
30.990001,0,6.062,6.062
31.000001,0,6.062,6.062
31.010001,0,6.062,6.062
31.020001,0,5.986,5.986
31.030001,0,5.986,5.986
31.040001,0,5.946,5.946
31.050001,0,5.946,5.946
31.060001,0,5.908,5.908
31.070001,0,5.908,5.908
31.080001,0,5.875,5.875
31.090001,0,5.875,5.875
31.100001,0,5.841,5.841
31.110001,0,5.841,5.841
31.120001,0,5.841,5.841
31.130001,0,5.841,5.841
31.140001,0,5.808,5.808
31.150001,0,5.808,5.808
31.160001,0,5.808,5.808
31.170001,0,5.808,5.808
31.180001,0,5.755,5.755
31.190001,0,5.755,5.755
31.200001,0,5.727,5.727
31.210001,0,5.727,5.727
31.220001,0,5.702,5.702
31.230001,0,5.702,5.702
31.240001,0,5.677,5.677
31.250001,0,5.677,5.677
31.260001,0,5.654,5.654
31.270001,0,5.654,5.654
31.280001,0,5.633,5.633
31.290001,0,5.633,5.633
31.300001,0,5.633,5.633
31.310001,0,5.633,5.633
31.320001,0,5.596,5.596
31.330001,0,5.596,5.596
31.340001,0,5.596,5.596
31.350001,0,5.596,5.596
31.360001,0,5.575,5.575
31.370001,0,5.575,5.575
31.380001,0,5.556,5.556
31.390001,0,5.556,5.556
31.400001,0,5.54,5.54
31.410001,0,5.54,5.54
31.420001,0,5.524,5.524
31.430001,0,5.524,5.524
31.440001,0,5.507,5.507
31.450001,0,5.507,5.507
31.460001,0,5.507,5.507
31.470001,0,5.507,5.507
31.480001,0,5.48,5.48
31.490001,0,5.48,5.48
31.500001,0,5.48,5.48
31.510001,0,5.48,5.48
31.520001,0,5.465,5.465
31.530001,0,5.465,5.465
31.540001,0,5.452,5.452
31.550001,0,5.452,5.452
31.560001,0,5.44,5.44
31.570001,0,5.44,5.44
31.580001,0,5.429,5.429
31.590002,0,5.429,5.429
31.600002,0,5.418,5.418
31.610002,0,5.418,5.418
31.620002,0,5.418,5.418
31.630002,0,5.418,5.418
31.640002,0,5.401,5.401
31.650002,0,5.401,5.401
31.660002,0,5.401,5.401
31.670002,0,5.401,5.401
31.680002,0,5.389,5.389
31.690002,0,5.389,5.389
31.700002,0,5.38,5.38
31.710002,0,5.38,5.38
31.720002,0,5.371,5.371
31.730002,0,5.371,5.371
31.740002,0,5.363,5.363
31.750002,0,5.363,5.363
31.760002,0,5.355,5.355
31.770002,0,5.355,5.355
31.780002,0,5.355,5.355
31.790002,0,5.355,5.355
31.800002,0,5.342,5.342
31.810002,0,5.342,5.342
31.820002,0,5.335,5.335
31.830002,0,5.335,5.335
31.840002,0,5.328,5.328
31.850002,0,5.328,5.328
31.860002,0,5.328,5.328
31.870002,0,5.328,5.328
31.880002,0,5.322,5.322
31.890002,0,5.322,5.322
31.900002,0,5.316,5.316
31.910002,0,5.316,5.316
31.920002,0,5.31,5.31
31.930002,0,5.31,5.31
31.940002,0,5.31,5.31
31.950002,0,5.31,5.31
31.960002,0,5.301,5.301
31.970002,0,5.301,5.301
31.980002,0,5.296,5.296
31.990002,0,5.296,5.296
32.000002,0,5.291,5.291
32.010002,0,5.291,5.291
32.020002,0,5.286,5.286
32.030002,0,5.286,5.286
32.040002,0,5.282,5.282
32.050002,0,5.282,5.282
32.060002,0,5.282,5.282
32.070002,0,5.282,5.282
32.080002,0,5.277,5.277
32.090002,0,5.277,5.277
32.100002,0,5.277,5.277
32.110002,0,5.277,5.277
32.120002,0,5.272,5.272
32.130002,0,5.272,5.272
32.140002,0,5.268,5.268
32.150002,0,5.268,5.268
32.160002,0,5.264,5.264
32.170002,0,5.264,5.264
32.180002,0,5.26,5.26
32.190002,0,5.26,5.26
32.200002,0,5.26,5.26
32.210002,0,5.26,5.26
32.220002,0,5.256,5.256
32.230002,0,5.256,5.256
32.240002,0,5.256,5.256
32.250002,0,5.256,5.256
32.260002,0,5.252,5.252
32.270002,0,5.252,5.252
32.280002,0,5.252,5.252
32.290002,0,5.252,5.252
32.300002,0,5.249,5.249
32.310002,0,5.249,5.249
32.320002,0,5.246,5.246
32.330002,0,5.246,5.246
32.340002,0,5.243,5.243
32.350002,0,5.243,5.243
32.360002,0,5.241,5.241
32.370002,0,5.241,5.241
32.380002,0,5.238,5.238
32.390002,0,5.238,5.238
32.400002,0,5.238,5.238
32.410002,0,5.238,5.238
32.420002,0,5.236,5.236
32.430002,0,5.236,5.236
32.440002,0,5.233,5.233
32.450002,0,5.233,5.233
32.460002,0,5.233,5.233
32.470002,0,5.233,5.233
32.480002,0,5.231,5.231
32.490002,0,5.231,5.231
32.500002,0,5.229,5.229
32.510002,0,5.229,5.229
32.520002,0,5.227,5.227
32.530002,0,5.227,5.227
32.540002,0,5.226,5.226
32.550002,0,5.226,5.226
32.560002,0,5.226,5.226
32.570002,0,5.226,5.226
32.580002,0,5.224,5.224
32.590002,0,5.224,5.224
32.600002,0,5.222,5.222
32.610002,0,5.222,5.222
32.620002,0,5.221,5.221
32.630002,0,5.221,5.221
32.640002,0,5.221,5.221
32.650002,0,5.221,5.221
32.660002,0,5.219,5.219
32.670002,0,5.219,5.219
32.680002,0,5.218,5.218
32.690002,0,5.218,5.218
32.700002,0,5.216,5.216
32.710002,0,5.216,5.216
32.720002,0,5.216,5.216
32.730002,0,5.216,5.216
32.740002,0,5.215,5.215
32.750002,0,5.215,5.215
32.760002,0,5.214,5.214
32.770002,0,5.214,5.214
32.780002,0,5.213,5.213
32.790002,0,5.213,5.213
32.800002,0,5.212,5.212
32.810002,0,5.212,5.212
32.820002,0,5.21,5.21
32.830002,0,5.21,5.21
32.840002,0,5.21,5.21
32.850002,0,5.21,5.21
32.860002,0,5.209,5.209
32.870002,0,5.209,5.209
32.880002,0,5.209,5.209
32.890002,0,5.209,5.209
32.900002,0,5.209,5.209
32.910002,0,5.209,5.209
32.920002,0,5.208,5.208
32.930002,0,5.208,5.208
32.940002,0,5.207,5.207
32.950002,0,5.207,5.207
32.960002,0,5.206,5.206
32.970002,0,5.206,5.206
32.980002,0,5.205,5.205
32.990002,0,5.205,5.205
33.000002,0,5.204,5.204
33.010002,0,5.204,5.204
33.020002,0,5.204,5.204
33.030002,0,5.204,5.204
33.040002,0,5.204,5.204
33.050002,0,5.204,5.204
33.060002,0,5.204,5.204
33.070002,0,5.204,5.204
33.080002,0,5.203,5.203
33.090002,0,5.203,5.203
33.100002,0,5.202,5.202
33.110002,0,5.202,5.202
33.120002,0,5.202,5.202
33.130002,0,5.202,5.202
33.140002,0,5.201,5.201
33.150002,0,5.201,5.201
33.160002,0,5.2,5.2
33.170002,0,5.2,5.2
33.180002,0,5.2,5.2
33.190002,0,5.2,5.2
33.200002,0,5.2,5.2
33.210002,0,5.2,5.2
33.220002,0,5.2,5.2
33.230002,0,5.2,5.2
33.240002,0,5.2,5.2
33.250002,0,5.2,5.2
33.260002,0,5.199,5.199
33.270002,0,5.199,5.199
33.280002,0,5.198,5.198
33.290002,0,5.198,5.198
33.300002,0,5.198,5.198
33.310002,0,5.198,5.198
33.320002,0,5.197,5.197
33.330002,0,5.197,5.197
33.340002,0,5.197,5.197
33.350002,0,5.197,5.197
33.360002,0,5.197,5.197
33.370002,0,5.197,5.197
33.380002,0,5.197,5.197
33.390002,0,5.197,5.197
33.400002,0,5.196,5.196
33.410002,0,5.196,5.196
33.420002,0,5.196,5.196
33.430002,0,5.196,5.196
33.440002,0,5.196,5.196
33.450002,0,5.196,5.196
33.460002,0,5.195,5.195
33.470002,0,5.195,5.195
33.480002,0,5.194,5.194
33.490002,0,5.194,5.194
33.500002,0,5.194,5.194
33.510002,0,5.194,5.194
33.520002,0,5.195,5.195
33.530002,0,5.195,5.195
33.540002,0,5.195,5.195
33.550002,0,5.195,5.195
33.560002,0,5.194,5.194
33.570002,0,5.194,5.194
33.580002,0,5.193,5.193
33.590002,0,5.193,5.193
33.600002,0,5.193,5.193
33.610002,0,5.193,5.193
33.620002,0,5.193,5.193
33.630002,0,5.193,5.193
33.640002,0,5.192,5.192
33.650002,0,5.192,5.192
33.660002,0,5.192,5.192
33.670002,0,5.192,5.192
33.680002,0,5.193,5.193
33.690002,0,5.193,5.193
33.700002,0,5.193,5.193
33.710002,0,5.193,5.193
33.720002,0,5.192,5.192
33.730002,0,5.192,5.192
33.740002,0,5.192,5.192
33.750002,0,5.192,5.192
33.760002,0,5.191,5.191
33.770002,0,5.191,5.191
33.780002,0,5.191,5.191
33.790002,0,5.191,5.191
33.800002,0,5.191,5.191
33.810002,0,5.191,5.191
33.820002,0,5.191,5.191
33.830002,0,5.191,5.191
33.840002,0,5.192,5.192
33.850002,0,5.192,5.192
33.860002,0,5.192,5.192
33.870002,0,5.192,5.192
33.880002,0,5.192,5.192
33.890002,0,5.192,5.192
33.900002,0,5.192,5.192
33.910002,0,5.192,5.192
33.920002,0,5.191,5.191
33.930002,0,5.191,5.191
33.940002,0,5.191,5.191
33.950002,0,5.191,5.191
33.960002,0,5.191,5.191
33.970002,0,5.191,5.191
33.980002,0,5.191,5.191
33.990002,0,5.191,5.191
34.000002,0,5.191,5.191
34.010002,0,5.191,5.191
34.020002,0,5.191,5.191
34.030002,0,5.191,5.191
34.040002,0,5.19,5.19
34.050002,0,5.19,5.19
34.060002,0,5.19,5.19
34.070002,0,5.19,5.19
34.080002,0,5.189,5.189
34.090002,0,5.189,5.189
34.100002,0,5.189,5.189
34.110002,0,5.189,5.189
34.120002,0,5.189,5.189
34.130002,0,5.189,5.189
34.140002,0,5.189,5.189
34.150002,0,5.189,5.189
34.160002,0,5.189,5.189
34.170002,0,5.189,5.189
34.180002,0,5.189,5.189
34.190002,0,5.189,5.189
34.200002,0,5.189,5.189
34.210002,0,5.189,5.189
34.220002,0,5.188,5.188
34.230002,0,5.188,5.188
34.240002,0,5.188,5.188
34.250002,0,5.188,5.188
34.260002,0,5.187,5.187
34.270002,0,5.187,5.187
34.280002,0,5.187,5.187
34.290002,0,5.187,5.187
34.300002,0,5.188,5.188
34.310002,0,5.188,5.188
34.320002,0,5.188,5.188
34.330002,0,5.188,5.188
34.340002,0,5.188,5.188
34.350002,0,5.188,5.188
34.360002,0,5.188,5.188
34.370002,0,5.188,5.188
34.380002,0,5.188,5.188
34.390002,0,5.188,5.188
34.400002,0,5.188,5.188
34.410002,0,5.188,5.188
34.420002,0,5.188,5.188
34.430002,0,5.188,5.188
34.440002,0,5.189,5.189
34.450002,0,5.189,5.189
34.460002,0,5.189,5.189
34.470002,0,5.189,5.189
34.480002,0,5.19,5.19
34.490002,0,5.19,5.19
34.500002,0,5.19,5.19
34.510002,0,5.19,5.19
34.520002,0,5.19,5.19
34.530002,0,5.19,5.19
34.540002,0,5.191,5.191
34.550002,0,5.191,5.191
34.560002,0,5.191,5.191
34.570002,0,5.191,5.191
34.580002,0,5.191,5.191
34.590002,0,5.191,5.191
34.600002,0,5.191,5.191
34.610002,0,5.191,5.191
34.620002,0,5.191,5.191
34.630002,0,5.191,5.191
34.640002,0,5.192,5.192
34.650002,0,5.192,5.192
34.660002,0,5.192,5.192
34.670002,0,5.192,5.192
34.680002,0,5.192,5.192
34.690002,0,5.192,5.192
34.700002,0,5.192,5.192
34.710002,0,5.192,5.192
34.720002,0,5.192,5.192
34.730002,0,5.192,5.192
34.740002,0,5.192,5.192
34.750002,0,5.192,5.192
34.760002,0,5.192,5.192
34.770002,0,5.192,5.192
34.780002,0,5.192,5.192
34.790002,0,5.192,5.192
34.800002,0,5.192,5.192
34.810002,0,5.192,5.192
34.820002,0,5.192,5.192
34.830002,0,5.192,5.192
34.840002,0,5.192,5.192
34.850002,0,5.192,5.192
34.860002,0,5.191,5.191
34.870002,0,5.191,5.191
34.880002,0,5.191,5.191
34.890002,0,5.191,5.191
34.900002,0,5.191,5.191
34.910002,0,5.191,5.191
34.920002,0,5.191,5.191
34.930002,0,5.191,5.191
34.940002,0,5.191,5.191
34.950002,0,5.191,5.191
34.960002,0,5.191,5.191
34.970002,0,5.191,5.191
34.980002,0,5.191,5.191
34.990002,0,5.191,5.191
35.000002,0,5.19,5.19
35.010002,0,5.19,5.19
35.020002,0,5.19,5.19
35.030002,0,5.19,5.19
35.040002,0,5.189,5.189
35.050002,0,5.189,5.189
35.060002,0,5.189,5.189
35.070002,0,5.189,5.189
35.080002,0,5.188,5.188
35.090002,0,5.188,5.188
35.100002,0,5.188,5.188
35.110002,0,5.188,5.188
35.120002,0,5.188,5.188
35.130002,0,5.188,5.188
35.140002,0,5.188,5.188
35.150002,0,5.188,5.188
35.160002,0,5.188,5.188
35.170002,0,5.188,5.188
35.180002,0,5.187,5.187
35.190002,0,5.187,5.187
35.200002,0,5.187,5.187
35.210002,0,5.187,5.187
35.220002,0,5.186,5.186
35.230002,0,5.186,5.186
35.240002,0,5.186,5.186
35.250002,0,5.186,5.186
35.260002,0,5.186,5.186
35.270002,0,5.186,5.186
35.280002,0,5.186,5.186
35.290002,0,5.186,5.186
35.300002,0,5.186,5.186
35.310002,0,5.186,5.186
35.320002,0,5.186,5.186
35.330002,0,5.186,5.186
35.340002,0,5.186,5.186
35.350002,0,5.186,5.186
35.360002,0,5.185,5.185
35.370002,0,5.185,5.185
35.380002,0,5.185,5.185
35.390002,0,5.185,5.185
35.400002,0,5.184,5.184
35.410002,0,5.184,5.184
35.420002,0,5.183,5.183
35.430002,0,5.183,5.183
35.440002,0,5.183,5.183
35.450002,0,5.183,5.183
35.460002,0,5.184,5.184
35.470002,0,5.184,5.184
35.480002,0,5.184,5.184
35.490002,0,5.184,5.184
35.500002,0,5.184,5.184
35.510002,0,5.184,5.184
35.520002,0,5.184,5.184
35.530002,0,5.184,5.184
35.540002,0,5.185,5.185
35.550002,0,5.185,5.185
35.560002,0,5.185,5.185
