s,POWERELECTRICALFRONT,POWERELECTRICALREAR,POWERELECTRICALTOTAL
10.21,0,5.096,5.096
10.22,0,5.095,5.095
10.23,0,5.095,5.095
10.24,0,5.097,5.097
10.25,0,5.097,5.097
10.26,0,5.095,5.095
10.27,0,5.095,5.095
10.28,0,5.095,5.095
10.29,0,5.095,5.095
10.3,0,5.094,5.094
10.31,0,5.094,5.094
10.32,0,5.092,5.092
10.33,0,5.092,5.092
10.34,0,5.091,5.091
10.35,0,5.091,5.091
10.36,0,5.089,5.089
10.37,0,5.089,5.089
10.38,0,5.087,5.087
10.39,0,5.087,5.087
10.4,0,5.086,5.086
10.41,0,5.086,5.086
10.42,0,5.085,5.085
10.43,0,5.085,5.085
10.44,0,5.085,5.085
10.45,0,5.085,5.085
10.46,0,5.084,5.084
10.47,0,5.084,5.084
10.48,0,5.082,5.082
10.49,0,5.082,5.082
10.5,0,5.081,5.081
10.51,0,5.081,5.081
10.52,0,5.08,5.08
10.530001,0,5.08,5.08
10.540001,0,5.077,5.077
10.550001,0,5.077,5.077
10.560001,0,5.076,5.076
10.570001,0,5.076,5.076
10.580001,0,5.075,5.075
10.590001,0,5.075,5.075
10.600001,0,5.075,5.075
10.610001,0,5.075,5.075
10.620001,0,5.075,5.075
10.630001,0,5.075,5.075
10.640001,0,5.073,5.073
10.650001,0,5.073,5.073
10.660001,0,5.072,5.072
10.670001,0,5.072,5.072
10.680001,0,5.071,5.071
10.690001,0,5.071,5.071
10.700001,0,5.07,5.07
10.710001,0,5.07,5.07
10.720001,0,5.069,5.069
10.730001,0,5.069,5.069
10.740001,0,5.068,5.068
10.750001,0,5.068,5.068
10.760001,0,5.067,5.067
10.770001,0,5.067,5.067
10.780001,0,5.067,5.067
10.790001,0,5.067,5.067
10.800001,0,5.066,5.066
10.810001,0,5.066,5.066
10.820001,0,5.065,5.065
10.830001,0,5.065,5.065
10.840001,0,5.063,5.063
10.850001,0,5.063,5.063
10.860001,0,5.061,5.061
10.870001,0,5.061,5.061
10.880001,0,5.06,5.06
10.890001,0,5.06,5.06
10.900001,0,5.059,5.059
10.910001,0,5.059,5.059
10.920001,0,5.058,5.058
10.930001,0,5.058,5.058
10.940001,0,5.058,5.058
10.950001,0,5.058,5.058
10.960001,0,5.058,5.058
10.970001,0,5.058,5.058
10.980001,0,5.057,5.057
10.990001,0,5.057,5.057
11.000001,0,5.065,5.065
11.010001,0,5.065,5.065
11.020001,0,5.064,5.064
11.030001,0,5.064,5.064
11.040001,0,5.062,5.062
11.050001,0,5.062,5.062
11.060001,0,5.061,5.061
11.070001,0,5.061,5.061
11.080001,0,5.06,5.06
11.090001,0,5.06,5.06
11.100001,0,5.06,5.06
11.110001,0,5.06,5.06
11.120001,0,5.059,5.059
11.130001,0,5.059,5.059
11.140001,0,5.058,5.058
11.150001,0,5.058,5.058
11.160001,0,5.056,5.056
11.170001,0,5.056,5.056
11.180001,0,5.055,5.055
11.190001,0,5.055,5.055
11.200001,0,5.054,5.054
11.210001,0,5.054,5.054
11.220001,0,5.054,5.054
11.230001,0,5.054,5.054
11.240001,0,5.052,5.052
11.250001,0,5.052,5.052
11.260001,0,5.051,5.051
11.270001,0,5.051,5.051
11.280001,0,5.051,5.051
11.290001,0,5.051,5.051
11.300001,0,5.049,5.049
11.310001,0,5.049,5.049
11.320001,0,5.048,5.048
11.330001,0,5.048,5.048
11.340001,0,5.048,5.048
11.350001,0,5.048,5.048
11.360001,0,5.047,5.047
11.370001,0,5.047,5.047
11.380001,0,5.045,5.045
11.390001,0,5.045,5.045
11.400001,0,5.044,5.044
11.410001,0,5.044,5.044
11.420001,0,5.042,5.042
11.430001,0,5.042,5.042
11.440001,0,5.043,5.043
11.450001,0,5.043,5.043
11.460001,0,5.043,5.043
11.470001,0,5.043,5.043
11.480001,0,5.041,5.041
11.490001,0,5.041,5.041
11.500001,0,5.038,5.038
11.510001,0,5.038,5.038
11.520001,0,5.036,5.036
11.530001,0,5.036,5.036
11.540001,0,5.035,5.035
11.550001,0,5.035,5.035
11.560001,0,5.034,5.034
11.570001,0,5.034,5.034
11.580001,0,5.033,5.033
11.590001,0,5.033,5.033
11.600001,0,5.033,5.033
11.610001,0,5.033,5.033
11.620001,0,5.033,5.033
11.630001,0,5.033,5.033
11.640001,0,5.034,5.034
11.650001,0,5.034,5.034
11.660001,0,5.033,5.033
11.670001,0,5.033,5.033
11.680001,0,5.032,5.032
11.690001,0,5.032,5.032
11.700001,0,5.031,5.031
11.710001,0,5.031,5.031
11.720001,0,5.03,5.03
11.730001,0,5.03,5.03
11.740001,0,5.029,5.029
11.750001,0,5.029,5.029
11.760001,0,5.029,5.029
11.770001,0,5.029,5.029
11.780001,0,5.028,5.028
11.790001,0,5.028,5.028
11.800001,0,5.026,5.026
11.810001,0,5.026,5.026
11.820001,0,5.024,5.024
11.830001,0,5.024,5.024
11.840001,0,5.023,5.023
11.850001,0,5.023,5.023
11.860001,0,5.022,5.022
11.870001,0,5.022,5.022
11.880001,0,5.021,5.021
11.890001,0,5.021,5.021
11.900001,0,5.02,5.02
11.910001,0,5.02,5.02
11.920001,0,5.019,5.019
11.930001,0,5.019,5.019
11.940001,0,5.019,5.019
11.950001,0,5.019,5.019
11.960001,0,5.018,5.018
11.970001,0,5.018,5.018
11.980001,0,5.016,5.016
11.990001,0,5.016,5.016
12.000001,0,5.015,5.015
12.010001,0,5.015,5.015
12.020001,0,5.013,5.013
12.030001,0,5.013,5.013
12.040001,0,5.012,5.012
12.050001,0,5.012,5.012
12.060001,0,5.011,5.011
12.070001,0,5.011,5.011
12.080001,0,5.011,5.011
12.090001,0,5.011,5.011
12.100001,0,5.011,5.011
12.110001,0,5.011,5.011
12.120001,0,5.01,5.01
12.130001,0,5.01,5.01
12.140001,0,5.009,5.009
12.150001,0,5.009,5.009
12.160001,0,5.006,5.006
12.170001,0,5.006,5.006
12.180001,0,5.005,5.005
12.190001,0,5.005,5.005
12.200001,0,5.004,5.004
12.210001,0,5.004,5.004
12.220001,0,5.003,5.003
12.230001,0,5.003,5.003
12.240001,0,5.004,5.004
12.250001,0,5.004,5.004
12.260001,0,5.004,5.004
12.270001,0,5.004,5.004
12.280001,0,5.003,5.003
12.290001,0,5.003,5.003
12.300001,0,5.002,5.002
12.310001,0,5.002,5.002
12.320001,0,5.001,5.001
12.330001,0,5.001,5.001
12.340001,0,5,5
12.350001,0,5,5
12.360001,0,4.999,4.999
12.370001,0,4.999,4.999
12.380001,0,5.006,5.006
12.390001,0,5.006,5.006
12.400001,0,5.006,5.006
12.410001,0,5.006,5.006
12.420001,0,5.007,5.007
12.430001,0,5.007,5.007
12.440001,0,5.005,5.005
12.450001,0,5.005,5.005
12.460001,0,5.004,5.004
12.470001,0,5.004,5.004
12.480001,0,5.003,5.003
12.490001,0,5.003,5.003
12.500001,0,5.001,5.001
12.510001,0,5.001,5.001
12.520001,0,5.001,5.001
12.530001,0,5.001,5.001
12.540001,0,5,5
12.550001,0,5,5
12.560001,0,5,5
12.570001,0,5,5
12.580001,0,4.999,4.999
12.590001,0,4.999,4.999
12.600001,0,4.998,4.998
12.610001,0,4.998,4.998
12.620001,0,4.997,4.997
12.630001,0,4.997,4.997
12.640001,0,4.996,4.996
12.650001,0,4.996,4.996
12.660001,0,4.995,4.995
12.670001,0,4.995,4.995
12.680001,0,4.992,4.992
12.690001,0,4.992,4.992
12.700001,0,4.992,4.992
12.710001,0,4.992,4.992
12.720001,0,4.991,4.991
12.730001,0,4.991,4.991
12.740001,0,4.992,4.992
12.750001,0,4.992,4.992
12.760001,0,4.991,4.991
12.770001,0,4.991,4.991
12.780001,0,4.99,4.99
12.790001,0,4.99,4.99
12.800001,0,4.99,4.99
12.810001,0,4.99,4.99
12.820001,0,4.99,4.99
12.830001,0,4.99,4.99
12.840001,0,4.988,4.988
12.850001,0,4.988,4.988
12.860001,0,4.988,4.988
12.870001,0,4.988,4.988
12.880001,0,4.988,4.988
12.890001,0,4.988,4.988
12.900001,0,4.987,4.987
12.910001,0,4.987,4.987
12.920001,0,4.986,4.986
12.930001,0,4.986,4.986
12.940001,0,4.985,4.985
12.950001,0,4.985,4.985
12.960001,0,4.984,4.984
12.970001,0,4.984,4.984
12.980001,0,4.984,4.984
12.990001,0,4.984,4.984
13.000001,0,4.984,4.984
13.010001,0,4.984,4.984
13.020001,0,4.983,4.983
13.030001,0,4.983,4.983
13.040001,0,4.984,4.984
13.050001,0,4.984,4.984
13.060001,0,4.983,4.983
13.070001,0,4.983,4.983
13.080001,0,4.983,4.983
13.090001,0,4.983,4.983
13.100001,0,4.983,4.983
13.110001,0,4.983,4.983
13.120001,0,4.982,4.982
13.130001,0,4.982,4.982
13.140001,0,4.981,4.981
13.150001,0,4.981,4.981
13.160001,0,4.98,4.98
13.170001,0,4.98,4.98
13.180001,0,4.978,4.978
13.190001,0,4.978,4.978
13.200001,0,4.978,4.978
13.210001,0,4.978,4.978
13.220001,0,4.978,4.978
13.230001,0,4.978,4.978
13.240001,0,4.976,4.976
13.250001,0,4.976,4.976
13.260001,0,4.975,4.975
13.270001,0,4.975,4.975
13.280001,0,4.974,4.974
13.290001,0,4.974,4.974
13.300001,0,4.973,4.973
13.310001,0,4.973,4.973
13.320001,0,4.972,4.972
13.330001,0,4.972,4.972
13.340001,0,4.972,4.972
13.350001,0,4.972,4.972
13.360001,0,4.973,4.973
13.370001,0,4.973,4.973
13.380001,0,4.972,4.972
13.390001,0,4.972,4.972
13.400001,0,4.971,4.971
13.410001,0,4.971,4.971
13.420001,0,4.97,4.97
13.430001,0,4.97,4.97
13.440001,0,4.97,4.97
13.450001,0,4.97,4.97
13.460001,0,4.969,4.969
13.470001,0,4.969,4.969
13.480001,0,4.968,4.968
13.490001,0,4.968,4.968
13.500001,0,4.968,4.968
13.510001,0,4.968,4.968
13.520001,0,4.968,4.968
13.530001,0,4.968,4.968
13.540001,0,4.966,4.966
13.550001,0,4.966,4.966
13.560001,0,4.965,4.965
13.570001,0,4.965,4.965
13.580001,0,4.964,4.964
13.590001,0,4.964,4.964
13.600001,0,4.963,4.963
13.610001,0,4.963,4.963
13.620001,0,4.962,4.962
13.630001,0,4.962,4.962
13.640001,0,4.961,4.961
13.650001,0,4.961,4.961
13.660001,0,4.96,4.96
13.670001,0,4.96,4.96
13.680001,0,4.959,4.959
13.690001,0,4.959,4.959
13.700001,0,4.958,4.958
13.710001,0,4.958,4.958
13.720001,0,4.957,4.957
13.730001,0,4.957,4.957
13.740001,0,4.956,4.956
13.750001,0,4.956,4.956
13.760001,0,4.956,4.956
13.770001,0,4.956,4.956
13.780001,0,4.962,4.962
13.790001,0,4.962,4.962
13.800001,0,4.961,4.961
13.810001,0,4.961,4.961
13.820001,0,4.96,4.96
13.830001,0,4.96,4.96
13.840001,0,4.96,4.96
13.850001,0,4.96,4.96
13.860001,0,4.959,4.959
13.870001,0,4.959,4.959
13.880001,0,4.958,4.958
13.890001,0,4.958,4.958
13.900001,0,4.956,4.956
13.910001,0,4.956,4.956
13.920001,0,4.955,4.955
13.930001,0,4.955,4.955
13.940001,0,4.953,4.953
13.950001,0,4.953,4.953
13.960001,0,4.952,4.952
13.970001,0,4.952,4.952
13.980001,0,4.951,4.951
13.990001,0,4.951,4.951
14.000001,0,4.95,4.95
14.010001,0,4.95,4.95
14.020001,0,4.95,4.95
14.030001,0,4.95,4.95
14.040001,0,4.949,4.949
14.050001,0,4.949,4.949
14.060001,0,4.948,4.948
14.070001,0,4.948,4.948
14.080001,0,4.947,4.947
14.090001,0,4.947,4.947
14.100001,0,4.945,4.945
14.110001,0,4.945,4.945
14.120001,0,4.944,4.944
14.130001,0,4.944,4.944
14.140001,0,4.942,4.942
14.150001,0,4.942,4.942
14.160001,0,4.942,4.942
14.170001,0,4.942,4.942
14.180001,0,4.941,4.941
14.190001,0,4.941,4.941
14.200001,0,4.94,4.94
14.210001,0,4.94,4.94
14.220001,0,4.939,4.939
14.230001,0,4.939,4.939
14.240001,0,4.938,4.938
14.250001,0,4.938,4.938
14.260001,0,4.937,4.937
14.270001,0,4.937,4.937
14.280001,0,4.936,4.936
14.290001,0,4.936,4.936
14.300001,0,4.935,4.935
14.310001,0,4.935,4.935
14.320001,0,4.934,4.934
14.330001,0,4.934,4.934
14.340001,0,4.934,4.934
14.350001,0,4.934,4.934
14.360001,0,4.934,4.934
14.370001,0,4.934,4.934
14.380001,0,4.933,4.933
14.390001,0,4.933,4.933
14.400001,0,4.931,4.931
14.410001,0,4.931,4.931
14.420001,0,4.93,4.93
14.430001,0,4.93,4.93
14.440001,0,4.93,4.93
14.450001,0,4.93,4.93
14.460001,0,4.929,4.929
14.470001,0,4.929,4.929
14.480001,0,4.928,4.928
14.490001,0,4.928,4.928
14.500001,0,4.927,4.927
14.510001,0,4.927,4.927
14.520001,0,4.927,4.927
14.530001,0,4.927,4.927
14.540001,0,4.926,4.926
14.550001,0,4.926,4.926
14.560001,0,4.925,4.925
14.570001,0,4.925,4.925
14.580001,0,4.924,4.924
14.590001,0,4.924,4.924
14.600001,0,4.923,4.923
14.610001,0,4.923,4.923
14.620001,0,4.922,4.922
14.630001,0,4.922,4.922
14.640001,0,4.921,4.921
14.650001,0,4.921,4.921
14.660001,0,4.921,4.921
14.670001,0,4.921,4.921
14.680001,0,4.921,4.921
14.690001,0,4.921,4.921
14.700001,0,4.92,4.92
14.710001,0,4.92,4.92
14.720001,0,4.919,4.919
14.730001,0,4.919,4.919
14.740001,0,4.918,4.918
14.750001,0,4.918,4.918
14.760001,0,4.918,4.918
14.770001,0,4.918,4.918
14.780001,0,4.917,4.917
14.790001,0,4.917,4.917
14.800001,0,4.916,4.916
14.810001,0,4.916,4.916
14.820001,0,4.916,4.916
14.830001,0,4.916,4.916
14.840001,0,4.916,4.916
14.850001,0,4.916,4.916
14.860001,0,4.916,4.916
14.870001,0,4.916,4.916
14.880001,0,4.914,4.914
14.890001,0,4.914,4.914
14.900001,0,4.913,4.913
14.910001,0,4.913,4.913
14.920001,0,4.912,4.912
14.930001,0,4.912,4.912
14.940001,0,4.912,4.912
14.950001,0,4.912,4.912
14.960001,0,4.911,4.911
14.970001,0,4.911,4.911
14.980001,0,4.91,4.91
14.990001,0,4.91,4.91
15.000001,0,4.91,4.91
15.010001,0,4.91,4.91
15.020001,0,4.91,4.91
15.030001,0,4.91,4.91
15.040001,0,4.909,4.909
15.050001,0,4.909,4.909
15.060001,0,4.908,4.908
15.070001,0,4.908,4.908
15.080001,0,4.908,4.908
15.090001,0,4.908,4.908
15.100001,0,4.906,4.906
15.110001,0,4.906,4.906
15.120001,0,4.905,4.905
15.130001,0,4.905,4.905
15.140001,0,4.905,4.905
15.150001,0,4.905,4.905
15.160001,0,4.911,4.911
15.170001,0,4.911,4.911
15.180001,0,4.911,4.911
15.190001,0,4.911,4.911
15.200001,0,4.91,4.91
15.210001,0,4.91,4.91
15.220001,0,4.91,4.91
15.230001,0,4.91,4.91
15.240001,0,4.909,4.909
15.250001,0,4.909,4.909
15.260001,0,4.908,4.908
15.270001,0,4.908,4.908
15.280001,0,4.907,4.907
15.290001,0,4.907,4.907
15.300001,0,4.907,4.907
15.310001,0,4.907,4.907
15.320001,0,4.906,4.906
15.330001,0,4.906,4.906
15.340001,0,4.906,4.906
15.350001,0,4.906,4.906
15.360001,0,4.906,4.906
15.370001,0,4.906,4.906
15.380001,0,4.905,4.905
15.390001,0,4.905,4.905
15.400001,0,4.904,4.904
15.410001,0,4.904,4.904
15.420001,0,4.902,4.902
15.430001,0,4.902,4.902
15.440001,0,4.901,4.901
15.450001,0,4.901,4.901
15.460001,0,4.9,4.9
15.470001,0,4.9,4.9
15.480001,0,4.899,4.899
15.490001,0,4.899,4.899
15.500001,0,4.899,4.899
15.510001,0,4.899,4.899
15.520001,0,4.899,4.899
15.530001,0,4.899,4.899
15.540001,0,4.898,4.898
15.550001,0,4.898,4.898
15.560001,0,4.897,4.897
15.570001,0,4.897,4.897
15.580001,0,4.897,4.897
15.590001,0,4.897,4.897
15.600001,0,4.896,4.896
15.610001,0,4.896,4.896
15.620001,0,4.895,4.895
15.630001,0,4.895,4.895
15.640001,0,4.894,4.894
15.650001,0,4.894,4.894
15.660001,0,4.894,4.894
15.670001,0,4.894,4.894
15.680001,0,4.895,4.895
15.690001,0,4.895,4.895
15.700001,0,4.893,4.893
15.710001,0,4.893,4.893
15.720001,0,4.892,4.892
15.730001,0,4.892,4.892
15.740001,0,4.891,4.891
15.750001,0,4.891,4.891
15.760001,0,4.89,4.89
15.770001,0,4.89,4.89
15.780001,0,4.891,4.891
15.790001,0,4.891,4.891
15.800001,0,4.89,4.89
15.810001,0,4.89,4.89
15.820001,0,4.891,4.891
15.830001,0,4.891,4.891
15.840001,0,4.89,4.89
15.850001,0,4.89,4.89
15.860001,0,4.889,4.889
15.870001,0,4.889,4.889
15.880001,0,4.888,4.888
15.890001,0,4.888,4.888
15.900001,0,4.888,4.888
15.910001,0,4.888,4.888
15.920001,0,4.887,4.887
15.930001,0,4.887,4.887
15.940001,0,4.886,4.886
15.950001,0,4.886,4.886
15.960001,0,4.886,4.886
15.970001,0,4.886,4.886
15.980001,0,4.886,4.886
15.990001,0,4.886,4.886
16.000001,0,4.885,4.885
16.010001,0,4.885,4.885
16.020001,0,4.884,4.884
16.030001,0,4.884,4.884
16.040001,0,4.884,4.884
16.050001,0,4.884,4.884
16.060001,0,4.883,4.883
16.070001,0,4.883,4.883
16.080001,0,4.881,4.881
16.090001,0,4.881,4.881
16.100001,0,4.88,4.88
16.110001,0,4.88,4.88
16.120001,0,4.88,4.88
16.130001,0,4.88,4.88
16.140001,0,4.88,4.88
16.150001,0,4.88,4.88
16.160001,0,4.879,4.879
16.170001,0,4.879,4.879
16.180001,0,4.879,4.879
16.190001,0,4.879,4.879
16.200001,0,4.878,4.878
16.210001,0,4.878,4.878
16.220001,0,4.877,4.877
16.230001,0,4.877,4.877
16.240001,0,4.876,4.876
16.250001,0,4.876,4.876
16.260001,0,4.876,4.876
16.270001,0,4.876,4.876
16.280001,0,4.876,4.876
16.290001,0,4.876,4.876
16.300001,0,4.875,4.875
16.310001,0,4.875,4.875
16.320001,0,4.875,4.875
16.330001,0,4.875,4.875
16.340001,0,4.874,4.874
16.350001,0,4.874,4.874
16.360001,0,4.873,4.873
16.370001,0,4.873,4.873
16.380001,0,4.873,4.873
16.390001,0,4.873,4.873
16.400001,0,4.872,4.872
16.410001,0,4.872,4.872
16.420001,0,4.872,4.872
16.430001,0,4.872,4.872
16.440001,0,4.871,4.871
16.450001,0,4.871,4.871
16.460001,0,4.871,4.871
16.470001,0,4.871,4.871
16.480001,0,4.87,4.87
16.490001,0,4.87,4.87
16.500001,0,4.87,4.87
16.510001,0,4.87,4.87
16.520001,0,4.869,4.869
16.530001,0,4.869,4.869
16.540001,0,4.869,4.869
16.550001,0,4.869,4.869
16.560001,0,4.869,4.869
16.570001,0,4.869,4.869
16.580001,0,4.873,4.873
16.590001,0,4.873,4.873
16.600001,0,4.873,4.873
16.610001,0,4.873,4.873
16.620001,0,4.873,4.873
16.630001,0,4.873,4.873
16.640001,0,4.872,4.872
16.650001,0,4.872,4.872
16.660001,0,4.871,4.871
16.670001,0,4.871,4.871
16.680001,0,4.87,4.87
16.690001,0,4.87,4.87
16.700001,0,4.871,4.871
16.710001,0,4.871,4.871
16.720001,0,4.87,4.87
16.730001,0,4.87,4.87
16.740001,0,4.869,4.869
16.750001,0,4.869,4.869
16.760001,0,4.869,4.869
16.770001,0,4.869,4.869
16.780001,0,4.869,4.869
16.790001,0,4.869,4.869
16.800001,0,4.868,4.868
16.810001,0,4.868,4.868
16.820001,0,4.867,4.867
16.830001,0,4.867,4.867
16.840001,0,4.866,4.866
16.850001,0,4.866,4.866
16.860001,0,4.865,4.865
16.870001,0,4.865,4.865
16.880001,0,4.864,4.864
16.890001,0,4.864,4.864
16.900001,0,4.864,4.864
16.910001,0,4.864,4.864
16.920001,0,4.863,4.863
16.930001,0,4.863,4.863
16.940001,0,4.862,4.862
16.950001,0,4.862,4.862
16.960001,0,4.862,4.862
16.970001,0,4.862,4.862
16.980001,0,4.861,4.861
16.990001,0,4.861,4.861
17.000001,0,4.86,4.86
17.010001,0,4.86,4.86
17.020001,0,4.859,4.859
17.030001,0,4.859,4.859
17.040001,0,4.859,4.859
17.050001,0,4.859,4.859
17.060001,0,4.858,4.858
17.070001,0,4.858,4.858
17.080001,0,4.858,4.858
17.090001,0,4.858,4.858
17.100001,0,4.858,4.858
17.110001,0,4.858,4.858
17.120001,0,4.857,4.857
17.130001,0,4.857,4.857
17.140001,0,4.856,4.856
17.150001,0,4.856,4.856
17.160001,0,4.856,4.856
17.170001,0,4.856,4.856
17.180001,0,4.855,4.855
17.190001,0,4.855,4.855
17.200001,0,4.854,4.854
17.210001,0,4.854,4.854
17.220001,0,4.854,4.854
17.230001,0,4.854,4.854
17.240001,0,4.853,4.853
17.250001,0,4.853,4.853
17.260001,0,4.852,4.852
17.270001,0,4.852,4.852
17.280001,0,4.852,4.852
17.290001,0,4.852,4.852
17.300001,0,4.851,4.851
17.310001,0,4.851,4.851
17.320001,0,4.85,4.85
17.330001,0,4.85,4.85
17.340001,0,4.849,4.849
17.350001,0,4.849,4.849
17.360001,0,4.85,4.85
17.370001,0,4.85,4.85
17.380001,0,4.85,4.85
17.390001,0,4.85,4.85
17.400001,0,4.849,4.849
17.410001,0,4.849,4.849
17.420001,0,4.848,4.848
17.430001,0,4.848,4.848
17.440001,0,4.848,4.848
17.450001,0,4.848,4.848
17.460001,0,4.847,4.847
17.470001,0,4.847,4.847
17.480001,0,4.846,4.846
17.490001,0,4.846,4.846
17.500001,0,4.846,4.846
17.510001,0,4.846,4.846
17.520001,0,4.846,4.846
17.530001,0,4.846,4.846
17.540001,0,4.846,4.846
17.550001,0,4.846,4.846
17.560001,0,4.845,4.845
17.570001,0,4.845,4.845
17.580001,0,4.844,4.844
17.590001,0,4.844,4.844
17.600001,0,4.844,4.844
17.610001,0,4.844,4.844
17.620001,0,4.843,4.843
17.630001,0,4.843,4.843
17.640001,0,4.843,4.843
17.650001,0,4.843,4.843
17.660001,0,4.842,4.842
17.670001,0,4.842,4.842
17.680001,0,4.842,4.842
17.690001,0,4.842,4.842
17.700001,0,4.841,4.841
17.710001,0,4.841,4.841
17.720001,0,4.84,4.84
17.730001,0,4.84,4.84
17.740001,0,4.84,4.84
17.750001,0,4.84,4.84
17.760001,0,4.839,4.839
17.770001,0,4.839,4.839
17.780001,0,4.839,4.839
17.790001,0,4.839,4.839
17.800001,0,4.838,4.838
17.810001,0,4.838,4.838
17.820001,0,4.838,4.838
17.830001,0,4.838,4.838
17.840001,0,4.837,4.837
17.850001,0,4.837,4.837
17.860001,0,4.837,4.837
17.870001,0,4.837,4.837
17.880001,0,4.836,4.836
17.890001,0,4.836,4.836
17.900001,0,4.836,4.836
17.910001,0,4.836,4.836
17.920001,0,4.835,4.835
17.930001,0,4.835,4.835
17.940001,0,4.835,4.835
17.950001,0,4.835,4.835
17.960001,0,4.834,4.834
17.970001,0,4.834,4.834
17.980001,0,4.834,4.834
17.990001,0,4.834,4.834
18.000001,0,4.838,4.838
18.010001,0,4.838,4.838
18.020001,0,4.839,4.839
18.030001,0,4.839,4.839
18.040001,0,4.838,4.838
18.050001,0,4.838,4.838
18.060001,0,4.837,4.837
18.070001,0,4.837,4.837
18.080001,0,4.835,4.835
18.090001,0,4.835,4.835
18.100001,0,4.835,4.835
18.110001,0,4.835,4.835
18.120001,0,4.835,4.835
18.130001,0,4.835,4.835
18.140001,0,4.834,4.834
18.150001,0,4.834,4.834
18.160001,0,4.834,4.834
18.170001,0,4.834,4.834
18.180001,0,4.833,4.833
18.190001,0,4.833,4.833
18.200001,0,4.833,4.833
18.210001,0,4.833,4.833
18.220001,0,4.832,4.832
18.230001,0,4.832,4.832
18.240001,0,4.831,4.831
18.250001,0,4.831,4.831
18.260001,0,4.831,4.831
18.270001,0,4.831,4.831
18.280001,0,4.83,4.83
18.290001,0,4.83,4.83
18.300001,0,4.83,4.83
18.310001,0,4.83,4.83
18.320001,0,4.829,4.829
18.330001,0,4.829,4.829
18.340001,0,4.828,4.828
18.350001,0,4.828,4.828
18.360001,0,4.828,4.828
18.370001,0,4.828,4.828
18.380001,0,4.827,4.827
18.390001,0,4.827,4.827
18.400001,0,4.826,4.826
18.410001,0,4.826,4.826
18.420001,0,4.826,4.826
18.430001,0,4.826,4.826
18.440001,0,4.826,4.826
18.450001,0,4.826,4.826
18.460001,0,4.825,4.825
18.470001,0,4.825,4.825
18.480001,0,4.825,4.825
18.490001,0,4.825,4.825
18.500001,0,4.824,4.824
18.510001,0,4.824,4.824
18.520001,0,4.824,4.824
18.530001,0,4.824,4.824
18.540001,0,4.822,4.822
18.550001,0,4.822,4.822
18.560001,0,4.821,4.821
18.570001,0,4.821,4.821
18.580001,0,4.822,4.822
18.590001,0,4.822,4.822
18.600001,0,4.821,4.821
18.610001,0,4.821,4.821
18.620001,0,4.82,4.82
18.630001,0,4.82,4.82
18.640001,0,4.82,4.82
18.650001,0,4.82,4.82
18.660001,0,4.819,4.819
18.670001,0,4.819,4.819
18.680001,0,4.819,4.819
18.690001,0,4.819,4.819
18.700001,0,4.818,4.818
18.710001,0,4.818,4.818
18.720001,0,4.817,4.817
18.730001,0,4.817,4.817
18.740001,0,4.817,4.817
18.750001,0,4.817,4.817
18.760001,0,4.817,4.817
18.770001,0,4.817,4.817
18.780001,0,4.816,4.816
18.790001,0,4.816,4.816
18.800001,0,4.816,4.816
18.810001,0,4.816,4.816
18.820001,0,4.815,4.815
18.830001,0,4.815,4.815
18.840001,0,4.814,4.814
18.850001,0,4.814,4.814
18.860001,0,4.814,4.814
18.870001,0,4.814,4.814
18.880001,0,4.813,4.813
18.890001,0,4.813,4.813
18.900001,0,4.814,4.814
18.910001,0,4.814,4.814
18.920001,0,4.813,4.813
18.930001,0,4.813,4.813
18.940001,0,4.813,4.813
18.950001,0,4.813,4.813
18.960001,0,4.812,4.812
18.970001,0,4.812,4.812
18.980001,0,4.811,4.811
18.990001,0,4.811,4.811
19.000001,0,4.811,4.811
19.010001,0,4.811,4.811
19.020001,0,4.81,4.81
19.030001,0,4.81,4.81
19.040001,0,4.81,4.81
19.050001,0,4.81,4.81
19.060001,0,4.81,4.81
19.070001,0,4.81,4.81
19.080001,0,4.809,4.809
19.090001,0,4.809,4.809
19.100001,0,4.809,4.809
19.110001,0,4.809,4.809
19.120001,0,4.808,4.808
19.130001,0,4.808,4.808
19.140001,0,4.808,4.808
19.150001,0,4.808,4.808
19.160001,0,4.807,4.807
19.170001,0,4.807,4.807
19.180001,0,4.807,4.807
19.190001,0,4.807,4.807
19.200001,0,4.806,4.806
19.210001,0,4.806,4.806
19.220001,0,4.806,4.806
19.230001,0,4.806,4.806
19.240001,0,4.806,4.806
19.250001,0,4.806,4.806
19.260001,0,4.805,4.805
19.270001,0,4.805,4.805
19.280001,0,4.805,4.805
19.290001,0,4.805,4.805
19.300001,0,4.804,4.804
19.310001,0,4.804,4.804
19.320001,0,4.804,4.804
19.330001,0,4.804,4.804
19.340001,0,4.803,4.803
19.350001,0,4.803,4.803
19.360001,0,4.803,4.803
19.370001,0,4.803,4.803
19.380001,0,4.807,4.807
19.390001,0,4.807,4.807
19.400001,0,4.807,4.807
19.410001,0,4.807,4.807
19.420001,0,4.806,4.806
19.430001,0,4.806,4.806
19.440001,0,4.805,4.805
19.450001,0,4.805,4.805
19.460001,0,4.805,4.805
19.470001,0,4.805,4.805
19.480001,0,4.804,4.804
19.490001,0,4.804,4.804
19.500001,0,4.804,4.804
19.510001,0,4.804,4.804
19.520001,0,4.804,4.804
19.530001,0,4.804,4.804
19.540001,0,4.803,4.803
